order_id,product_id,product_name,division,region,current_production_site,proposed_production_site,current_distance_km,proposed_distance_km,distance_change_km,distance_change_pct,current_lt_pred,proposed_lt_pred,lt_change_days,S_distance,S_cost,S_leadtime,S_utilization,S_risk,composite_score,confidence,recommendation,risk_level,efficiency_class,risk_flags
US-2021-115791-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Atlantic,Wicked Choccy's,Wicked Choccy's,1666.6,1666.6,0.0,0.0,1008.546,1008.546,0.0,0.0,0.5169,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-115791-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1051.132,1051.132,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-115791-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Atlantic,Wicked Choccy's,Wicked Choccy's,1666.6,1666.6,0.0,0.0,1019.05,1019.05,0.0,0.0,0.5169,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-115791-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1028.214,1028.214,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-123477-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,1093.725,1093.527,-0.198,0.1241,-0.0001,0.0002,0.5927,1.0,0.2089,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2021-146591-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Pacific,Wicked Choccy's,Lot's O' Nuts,2428.5,614.5,-1814.0,74.7,953.176,960.664,7.488,0.747,0.8219,-0.0079,0.4416,1.0,0.6359,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2021-146591-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,969.061,968.61,-0.45,0.1241,-0.0001,0.0005,0.5927,1.0,0.2089,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2021-146591-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Pacific,Wicked Choccy's,Lot's O' Nuts,2428.5,614.5,-1814.0,74.7,953.176,960.664,7.488,0.747,0.8219,-0.0079,0.4416,1.0,0.6359,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2021-146591-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,946.485,945.681,-0.804,0.1241,-0.0001,0.0008,0.5927,1.0,0.209,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2021-147627-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Gulf,Wicked Choccy's,Wicked Choccy's,567.8,567.8,0.0,0.0,915.035,915.035,0.0,0.0,0.8354,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-167927-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Interior,Lot's O' Nuts,Wicked Choccy's,2068.1,1385.4,-682.7,33.01,921.52,924.862,3.342,0.3301,0.5984,-0.0036,0.5927,1.0,0.4404,0.8811,STRONG RECOMMEND,Low,MODERATE,
US-2021-167927-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Interior,Lot's O' Nuts,Wicked Choccy's,2068.1,1385.4,-682.7,33.01,921.52,924.862,3.342,0.3301,0.5984,-0.0036,0.5927,1.0,0.4404,0.8811,STRONG RECOMMEND,Low,MODERATE,
US-2021-147627-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Gulf,Wicked Choccy's,Wicked Choccy's,567.8,567.8,0.0,0.0,912.622,912.622,0.0,0.0,0.8354,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-148614-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Pacific,Wicked Choccy's,Lot's O' Nuts,2428.5,614.5,-1814.0,74.7,950.134,979.467,29.332,0.747,0.8219,-0.0309,0.4416,1.0,0.6325,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2021-167927-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Interior,Lot's O' Nuts,Wicked Choccy's,2068.1,1385.4,-682.7,33.01,926.314,927.314,1.0,0.3301,0.5984,-0.0011,0.5927,1.0,0.4408,0.8811,STRONG RECOMMEND,Low,MODERATE,
US-2021-147627-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Gulf,Wicked Choccy's,Wicked Choccy's,567.8,567.8,0.0,0.0,924.966,924.966,0.0,0.0,0.8354,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-147627-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Gulf,Lot's O' Nuts,Wicked Choccy's,1817.6,201.3,-1616.3,88.93,914.197,913.89,-0.306,0.8893,0.9417,0.0003,0.5927,1.0,0.7504,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2021-167927-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Interior,Lot's O' Nuts,Wicked Choccy's,2068.1,1385.4,-682.7,33.01,937.694,937.369,-0.325,0.3301,0.5984,0.0003,0.5927,1.0,0.441,0.8811,STRONG RECOMMEND,Low,MODERATE,
US-2021-167927-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Interior,Wicked Choccy's,Wicked Choccy's,1116.6,1116.6,0.0,0.0,921.086,921.086,0.0,0.0,0.6763,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-147774-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Lot's O' Nuts,Wicked Choccy's,1817.6,201.3,-1616.3,88.93,939.042,944.148,5.105,0.8893,0.9417,-0.0054,0.5927,1.0,0.7496,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2021-167927-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Interior,Wicked Choccy's,Wicked Choccy's,1116.6,1116.6,0.0,0.0,942.983,942.983,0.0,0.0,0.6763,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-147627-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Gulf,Lot's O' Nuts,Wicked Choccy's,1817.6,201.3,-1616.3,88.93,923.39,922.499,-0.891,0.8893,0.9417,0.001,0.5927,1.0,0.7505,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2021-148614-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,948.625,944.086,-4.54,0.1241,-0.0001,0.0048,0.5927,1.0,0.2096,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2021-167927-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Interior,Lot's O' Nuts,Wicked Choccy's,2068.1,1385.4,-682.7,33.01,950.477,952.383,1.905,0.3301,0.5984,-0.002,0.5927,1.0,0.4406,0.8811,STRONG RECOMMEND,Low,MODERATE,
US-2021-167927-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Interior,Wicked Choccy's,Wicked Choccy's,1116.6,1116.6,0.0,0.0,945.681,945.681,0.0,0.0,0.6763,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-147627-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Gulf,Lot's O' Nuts,Wicked Choccy's,1817.6,201.3,-1616.3,88.93,928.625,927.364,-1.261,0.8893,0.9417,0.0014,0.5927,1.0,0.7506,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2021-110422-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Gulf,Wicked Choccy's,Wicked Choccy's,567.8,567.8,0.0,0.0,988.566,988.566,0.0,0.0,0.8354,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
CA-2021-115238-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1123.219,1123.219,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
CA-2021-115238-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Wicked Choccy's,Wicked Choccy's,1666.6,1666.6,0.0,0.0,1101.205,1101.205,0.0,0.0,0.5169,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
CA-2021-115238-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Atlantic,Wicked Choccy's,Wicked Choccy's,1666.6,1666.6,0.0,0.0,1131.868,1131.868,0.0,0.0,0.5169,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
CA-2021-115238-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1167.964,1167.964,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
CA-2021-115238-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Wicked Choccy's,Wicked Choccy's,1666.6,1666.6,0.0,0.0,1060.856,1060.856,0.0,0.0,0.5169,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-146997-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Interior,Wicked Choccy's,Wicked Choccy's,1116.6,1116.6,0.0,0.0,1019.064,1019.064,0.0,0.0,0.6763,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-102645-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,1069.059,1074.806,5.747,0.1241,-0.0001,-0.0054,0.5927,1.0,0.2081,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2021-167997-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Interior,Wicked Choccy's,Wicked Choccy's,1116.6,1116.6,0.0,0.0,997.876,997.876,0.0,0.0,0.6763,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-155502-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Gulf,Wicked Choccy's,Wicked Choccy's,567.8,567.8,0.0,0.0,925.185,925.185,0.0,0.0,0.8354,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-155502-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Gulf,Wicked Choccy's,Wicked Choccy's,567.8,567.8,0.0,0.0,925.185,925.185,0.0,0.0,0.8354,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-167997-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Interior,Wicked Choccy's,Wicked Choccy's,1116.6,1116.6,0.0,0.0,997.876,997.876,0.0,0.0,0.6763,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-155502-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Gulf,Wicked Choccy's,Wicked Choccy's,567.8,567.8,0.0,0.0,954.576,954.576,0.0,0.0,0.8354,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-155502-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Gulf,Wicked Choccy's,Wicked Choccy's,567.8,567.8,0.0,0.0,955.583,955.583,0.0,0.0,0.8354,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-155502-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Gulf,Wicked Choccy's,Wicked Choccy's,567.8,567.8,0.0,0.0,962.224,962.224,0.0,0.0,0.8354,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-155502-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Gulf,Lot's O' Nuts,Wicked Choccy's,1817.6,201.3,-1616.3,88.93,990.515,982.205,-8.309,0.8893,0.9417,0.0084,0.5927,1.0,0.7516,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2021-155502-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Gulf,Wicked Choccy's,Wicked Choccy's,567.8,567.8,0.0,0.0,980.864,980.864,0.0,0.0,0.8354,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-117163-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,982.813,969.666,-13.147,0.1241,-0.0001,0.0134,0.5927,1.0,0.2109,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2021-117163-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Pacific,Wicked Choccy's,Lot's O' Nuts,2428.5,614.5,-1814.0,74.7,979.877,991.193,11.316,0.747,0.8219,-0.0115,0.4416,1.0,0.6354,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2021-117163-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,961.645,957.782,-3.863,0.1241,-0.0001,0.004,0.5927,1.0,0.2095,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2021-100328-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Wicked Choccy's,Wicked Choccy's,1666.6,1666.6,0.0,0.0,977.599,977.599,0.0,0.0,0.5169,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2021-134103-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Interior,Lot's O' Nuts,Wicked Choccy's,2068.1,1385.4,-682.7,33.01,992.075,1004.306,12.231,0.3301,0.5984,-0.0123,0.5927,1.0,0.4391,0.8811,STRONG RECOMMEND,Low,MODERATE,
US-2021-134103-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Interior,Lot's O' Nuts,Wicked Choccy's,2068.1,1385.4,-682.7,33.01,992.075,1004.306,12.231,0.3301,0.5984,-0.0123,0.5927,1.0,0.4391,0.8811,STRONG RECOMMEND,Low,MODERATE,
